031 04,Vitálišovce,20 001 - 40 000,L2
984 01,Lučenec,20 001 - 40 000,L2
984 03,Lučenec,20 001 - 40 000,L2
915 01,Nové Mesto nad Váhom,20 001 - 40 000,L2
940 02,Nové Zámky,20 001 - 40 000,L2
958 01,Partizánske,20 001 - 40 000,L2
958 03,Partizánske,20 001 - 40 000,L2
958 04,Partizánske,20 001 - 40 000,L2
958 06,Partizánske,20 001 - 40 000,L2
902 01,Pezinok,20 001 - 40 000,L2
902 03,Pezinok,20 001 - 40 000,L2
921 01,Piešťany,20 001 - 40 000,L2
979 01,Rimavská Sobota,20 001 - 40 000,L2
979 01,Bakta,20 001 - 40 000,L2
979 01,Dúžava,20 001 - 40 000,L2
979 01,Kurinec,20 001 - 40 000,L2
979 01,Mojín,20 001 - 40 000,L2
979 01,Nižná Pokoradz,20 001 - 40 000,L2
979 01,Sabová,20 001 - 40 000,L2
979 01,Sobôtka,20 001 - 40 000,L2
979 01,Včelinec,20 001 - 40 000,L2
979 01,Vinice,20 001 - 40 000,L2
979 01,Vyšná Pokoradz,20 001 - 40 000,L2
034 01,Ružomberok,20 001 - 40 000,L2
034 03,Ružomberok,20 001 - 40 000,L2
034 06,Ružomberok,20 001 - 40 000,L2
034 03,Biely Potok,20 001 - 40 000,L2
034 06,Černová,20 001 - 40 000,L2
034 01,Hrboltová,20 001 - 40 000,L2
034 03,Vlkolínec,20 001 - 40 000,L2
905 01,Senica,20 001 - 40 000,L2
069 01,Snina,20 001 - 40 000,L2
052 01,Spišská Nová Ves,20 001 - 40 000,L2
052 05,Spišská Nová Ves,20 001 - 40 000,L2
927 01,Šaľa,20 001 - 40 000,L2
927 05,Šaľa,20 001 - 40 000,L2
955 01,Topoľčany,20 001 - 40 000,L2
955 03,Topoľčany,20 001 - 40 000,L2
075 01,Trebišov,20 001 - 40 000,L2
093 01,Vranov nad Topľou,20 001 - 40 000,L2
093 02,Vranov nad Topľou,20 001 - 40 000,L2
093 03,Vranov nad Topľou,20 001 - 40 000,L2
093 03,Čemerné,20 001 - 40 000,L2
093 01,Vranov,20 001 - 40 000,L2
985 13,Ábelová,<= 20 000,L1
980 44,Abovce,<= 20 000,L1
925 45,Abrahám,<= 20 000,L1
086 41,Abrahámovce,<= 20 000,L1
059 72,Abrahámovce,<= 20 000,L1
038 22,Abramová,<= 20 000,L1
082 52,Abranovce,<= 20 000,L1
913 05,Adamovské Kochanovce,<= 20 000,L1
067 32,Adidovce,<= 20 000,L1
078 01,Albínov,<= 20 000,L1
951 22,Alekšince,<= 20 000,L1
951 34,Alexandrov Dvor,<= 20 000,L1
900 42,Alžbetin Dvor,<= 20 000,L1
930 03,Amadeho Kračany,<= 20 000,L1
946 51,Aňala,<= 20 000,L1
946 51,Aňalské Záhrady,<= 20 000,L1
951 42,Andač,<= 20 000,L1
941 23,Andovce,<= 20 000,L1
086 37,Andrejová,<= 20 000,L1
065 43,Andrejovka,<= 20 000,L1
943 42,Arad,<= 20 000,L1
956 06,Ardanovce,<= 20 000,L1
049 55,Ardovo,<= 20 000,L1
935 41,Arma,<= 20 000,L1
053 13,Arnutovce,<= 20 000,L1
951 34,Báb,<= 20 000,L1
094 31,Babie,<= 20 000,L1
029 52,Babín,<= 20 000,L1
082 67,Babin Potok,<= 20 000,L1
962 61,Babiná,<= 20 000,L1
951 53,Babindol,<= 20 000,L1
980 26,Babinec,<= 20 000,L1
013 54,Babiše,<= 20 000,L1
013 11,Babkov,<= 20 000,L1
916 13,Babulicov Vrch,<= 20 000,L1
976 64,Bacúch,<= 20 000,L1
962 61,Bacúrov,<= 20 000,L1
930 30,Báč,<= 20 000,L1
951 15,Bačala,<= 20 000,L1
076 84,Bačka,<= 20 000,L1
076 61,Bačkov,<= 20 000,L1
962 68,Báčovce,<= 20 000,L1
969 01,Baďan,<= 20 000,L1
951 46,Bádice,<= 20 000,L1
976 32,Badín,<= 20 000,L1
900 84,Báhoň,<= 20 000,L1
072 54,Bajany,<= 20 000,L1
946 54,Bajč,<= 20 000,L1
082 41,Bajerov,<= 20 000,L1
082 73,Bajerovce,<= 20 000,L1
935 51,Bajka,<= 20 000,L1
943 65,Bajtava,<= 20 000,L1
930 04,Baka,<= 20 000,L1
976 11,Baláže,<= 20 000,L1
053 04,Baldovce,<= 20 000,L1
991 11,Balog nad Ipľom,<= 20 000,L1
930 08,Baloň,<= 20 000,L1
946 01,Balvany,<= 20 000,L1
091 01,Baňa,<= 20 000,L1
921 01,Banka,<= 20 000,L1
969 01,Banky,<= 20 000,L1
972 25,Banky,<= 20 000,L1
941 01,Bánov,<= 20 000,L1
95701,Bánovce nad Bebravou,<= 20 000,L1
95704,Bánovce nad Bebravou,<= 20 000,L1
072 04,Bánovce nad Ondavou,<= 20 000,L1
972 48,Banská,<= 20 000,L1
966 15,Banská Belá,<= 20 000,L1
966 63,Banská Hodruša,<= 20 000,L1
969 01,Banská Štiavnica,<= 20 000,L1
094 12,Banské,<= 20 000,L1
969 01,Banský Studenec,<= 20 000,L1
076 32,Bara,<= 20 000,L1
982 51,Barca,<= 20 000,L1
085 01,Bardejovská Zábava,<= 20 000,L1
941 49,Bardoňovo,<= 20 000,L1
967 01,Bartošova Lehôtka,<= 20 000,L1
086 42,Bartošovce,<= 20 000,L1
067 23,Baškovce,<= 20 000,L1
073 01,Baškovce,<= 20 000,L1
922 01,Bašovce,<= 20 000,L1
956 18,Baštín,<= 20 000,L1
059 35,Batizovce,<= 20 000,L1
980 21,Bátka,<= 20 000,L1
991 26,Bátorová,<= 20 000,L1
946 34,Bátorove Kosihy,<= 20 000,L1
935 03,Bátovce,<= 20 000,L1
916 38,Beckov,<= 20 000,L1
916 31,Beckovská Vieska,<= 20 000,L1
974 01,Bečov,<= 20 000,L1
053 05,Beharovce,<= 20 000,L1
982 01,Behynce,<= 20 000,L1
956 07,Behynce,<= 20 000,L1
086 35,Becherov,<= 20 000,L1
930 34,Beketfa,<= 20 000,L1
943 53,Belá,<= 20 000,L1
013 05,Belá,<= 20 000,L1
038 11,Belá - Dulice,<= 20 000,L1
067 81,Belá nad Cirochou,<= 20 000,L1
951 75,Beladice,<= 20 000,L1
018 03,Belejov,<= 20 000,L1
089 01,Belejovce,<= 20 000,L1
941 48,Belek,<= 20 000,L1
980 01,Belín,<= 20 000,L1
986 01,Belina,<= 20 000,L1
956 12,Belince,<= 20 000,L1
930 52,Bellova Ves,<= 20 000,L1
086 14,Beloveža,<= 20 000,L1
969 01,Beluj,<= 20 000,L1
018 61,Beluša,<= 20 000,L1
032 04,Beňadiková,<= 20 000,L1
090 42,Beňadikovce,<= 20 000,L1
029 63,Beňadovo,<= 20 000,L1
072 64,Beňatina,<= 20 000,L1
038 42,Benice,<= 20 000,L1
930 36,Benkova Potôň,<= 20 000,L1
094 02,Benkovce,<= 20 000,L1
014 01,Beňov,<= 20 000,L1
026 01,Beňova Lehota,<= 20 000,L1
976 64,Beňuš,<= 20 000,L1
031 01,Beňušovce,<= 20 000,L1
900 27,Bernolákovo,<= 20 000,L1
082 35,Bertotovce,<= 20 000,L1
018 02,Besné,<= 20 000,L1
935 36,Beša,<= 20 000,L1
076 72,Beša,<= 20 000,L1
941 41,Bešeňov,<= 20 000,L1
034 83,Bešeňová,<= 20 000,L1
053 15,Betlanovce,<= 20 000,L1
071 01,Betlenovce,<= 20 000,L1
049 21,Betliar,<= 20 000,L1
020 01,Bezdedov - Vieska,<= 20 000,L1
072 53,Bežovce,<= 20 000,L1
076 41,Biel,<= 20 000,L1
027 05,Biela,<= 20 000,L1
972 29,Biela Voda,<= 20 000,L1
976 53,Biele Vody,<= 20 000,L1
053 76,Biele Vody,<= 20 000,L1
935 74,Bielovce,<= 20 000,L1
919 34,Biely Kostol,<= 20 000,L1
053 06,Bijacovce,<= 20 000,L1
908 77,Bílkove Humence,<= 20 000,L1
943 56,Bíňa,<= 20 000,L1
053 32,Bindt,<= 20 000,L1
919 07,Bíňovce,<= 20 000,L1
957 01,Biskupice,<= 20 000,L1
986 01,Biskupice,<= 20 000,L1
956 07,Biskupová,<= 20 000,L1
010 04,Bitarová,<= 20 000,L1
930 52,Blahová,<= 20 000,L1
930 32,Blatná na Ostrove,<= 20 000,L1
072 44,Blatná Polianka,<= 20 000,L1
900 82,Blatné,<= 20 000,L1
072 44,Blatné Remety,<= 20 000,L1
072 43,Blatné Revištia,<= 20 000,L1
038 15,Blatnica,<= 20 000,L1
023 02,Blažkov,<= 20 000,L1
023 11,Blažková,<= 20 000,L1
038 44,Blažovce,<= 20 000,L1
956 01,Blesovce,<= 20 000,L1
980 32,Blhovce,<= 20 000,L1
913 25,Bobot,<= 20 000,L1
913 25,Bobotská Lehota,<= 20 000,L1
029 42,Bobrov,<= 20 000,L1
032 21,Bobrovček,<= 20 000,L1
032 21,Bobrovec,<= 20 000,L1
032 23,Bobrovník,<= 20 000,L1
930 31,Bodíky,<= 20 000,L1
018 15,Bodiná,<= 20 000,L1
956 08,Bodok,<= 20 000,L1
038 45,Bodorová,<= 20 000,L1
082 66,Bodovce,<= 20 000,L1
913 11,Bodovka - Krivosúd,<= 20 000,L1
090 05,Bodružal,<= 20 000,L1
946 16,Bodza,<= 20 000,L1
946 14,Bodzianske Lúky,<= 20 000,L1
086 04,Bogliarka,<= 20 000,L1
947 03,Bohatá,<= 20 000,L1
919 09,Bohdanovce nad Trnavou,<= 20 000,L1
929 01,Boheľov,<= 20 000,L1
018 52,Bohunice,<= 20 000,L1
935 05,Bohunice,<= 20 000,L1
919 30,Bohunice,<= 20 000,L1
049 12,Bohúňovo,<= 20 000,L1
956 01,Bojná,<= 20 000,L1
972 01,Bojnice,<= 20 000,L1
972 01,Bojnice - kúpele,<= 20 000,L1
920 55,Bojničky,<= 20 000,L1
946 39,Bokroš,<= 20 000,L1
091 01,Bokša,<= 20 000,L1
076 53,Boľ,<= 20 000,L1
925 26,Boldog,<= 20 000,L1
919 08,Boleráz,<= 20 000,L1
018 53,Bolešov,<= 20 000,L1
984 01,Boľkovce,<= 20 000,L1
038 44,Borcová,<= 20 000,L1
956 36,Borčany,<= 20 000,L1
018 53,Borčice,<= 20 000,L1
900 32,Borinka,<= 20 000,L1
068 01,Borov,<= 20 000,L1
919 61,Borová,<= 20 000,L1
922 09,Borovce,<= 20 000,L1
908 77,Borský Mikuláš,<= 20 000,L1
908 77,Borský Peter,<= 20 000,L1
908 79,Borský Svätý Jur,<= 20 000,L1
076 32,Borša,<= 20 000,L1
935 87,Bory,<= 20 000,L1
913 07,Bošáca,<= 20 000,L1
956 18,Bošany,<= 20 000,L1
913 26,Bošianska Neporadza,<= 20 000,L1
076 43,Boťany,<= 20 000,L1
980 41,Bottovo,<= 20 000,L1
076 62,Božčice,<= 20 000,L1
049 42,Bôrka,<= 20 000,L1
072 05,Bracovce,<= 20 000,L1
982 67,Brádno,<= 20 000,L1
951 13,Branč,<= 20 000,L1
941 31,Branovo,<= 20 000,L1
962 05,Bratkovica,<= 20 000,L1
976 64,Braväcovo,<= 20 000,L1
049 34,Brdárka,<= 20 000,L1
076 05,Brehov,<= 20 000,L1
968 01,Brehy,<= 20 000,L1
