čislo škatule,Ukladacia jednotka,čislo spisu,Obsah registratúrneho záznamu,OD (ROK),DO ( ROK),Oddelenie,pododdelenie,Dátum odovzdania,Odovzdal,Lehota uloženia,RZ,forma,Lokalizacia,Barcode,Rok skartácie
12,,5001342028,5001351813,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001352517,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001352613,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001352728,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001352816,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001352912,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001353018,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001353114,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001353210,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001353413,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001354811,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355013,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355128,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355216,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355312,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355611,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355718,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355814,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001355910,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001356016,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001356112,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001356219,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001356315,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001356411,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001356518,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001356615,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001358011,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001358118,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001358214,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001358310,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001358417,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001359516,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001359612,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001359815,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360111,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360218,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360314,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360410,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360517,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360613,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360728,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360816,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001360912,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001361018,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001361114,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001361210,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001361712,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001362117,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001362213,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001371910,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001372016,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001372614,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001372710,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001372817,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001372913,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373115,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373211,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373318,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373414,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373510,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373617,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373713,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373828,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001373916,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001374011,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001374118,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001374214,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001374310,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001374417,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001374628,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001374919,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001375217,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001375428,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001375516,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001375612,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001375719,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376017,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376113,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376228,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376316,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376412,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376519,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376711,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376818,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001376914,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001377212,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001377319,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001377415,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001377511,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
12,,5001342028,5001377618,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380112,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380315,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380411,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380518,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380614,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380710,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380817,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001380913,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381019,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381211,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381318,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381510,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381617,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381713,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381828,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001381916,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001382011,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001382118,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001382417,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001382513,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001382628,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001382919,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383014,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383110,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383217,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383313,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383428,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383612,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383719,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383815,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001383911,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001384017,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001384113,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001384228,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001384412,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001384818,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001385212,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001385319,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001385415,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001385511,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001385618,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001385917,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001386012,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001386311,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001386514,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001388528,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001388712,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001388819,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001388915,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389010,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389117,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389213,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389328,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389416,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389512,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389715,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001389811,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390011,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390118,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390214,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390310,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390417,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390513,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390812,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001390919,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391014,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391110,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391217,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391313,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391428,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391516,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391815,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001391911,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392017,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392113,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392228,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392316,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392412,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392519,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392615,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392711,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392818,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001392914,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393028,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393116,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393212,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393319,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393415,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393511,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393618,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393810,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001393917,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001394012,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001394119,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001394215,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001394418,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001394813,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001394928,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395015,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395111,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395218,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395314,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395410,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395517,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395613,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395728,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395816,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001395912,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396018,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396114,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396210,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396317,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396413,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396616,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396712,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396819,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001396915,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397010,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397117,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397213,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397328,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397416,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397512,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397619,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397715,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397811,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001397918,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398013,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398128,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398216,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398312,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398419,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398515,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398718,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398814,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
13,,5001380000,5001398910,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399016,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399112,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399219,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399315,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399411,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399518,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399614,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399710,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399817,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001399913,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001400014,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001400110,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001400217,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001402714,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001402810,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001402917,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001403012,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001403514,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001403717,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001404015,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001404410,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001405317,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001405413,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001405819,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001405915,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
14,,5001399016,5001406010,,,HUP,,10/03/2005,Tamašová,10,,obalka,P - A2/R1/P4,,2016
